Index        TIME         {V(VOUT)+1.0}     {V(IN)+1.0}         V(1)
715     4.50460115e-06   4.99829666e+00   2.38879761e+00   3.98845387e-01   
716     4.50462778e-06   5.03852577e+00   2.37248437e+00   3.72223264e-01   
717     4.50463756e-06   5.05285920e+00   2.36635784e+00   3.62442058e-01   
718     4.50464318e-06   5.06095565e+00   2.36279178e+00   3.56818353e-01   
719     4.50464881e-06   5.06891474e+00   2.35918298e+00   3.51194648e-01   
720     4.50465443e-06   5.07674203e+00   2.35553134e+00   3.45570943e-01   
721     4.50465842e-06   5.08223681e+00   2.35291715e+00   3.41576108e-01   
722     4.50466120e-06   5.08602510e+00   2.35109293e+00   3.38799465e-01   
723     4.50466398e-06   5.08978335e+00   2.34926207e+00   3.36022823e-01   
724     4.50466640e-06   5.09303467e+00   2.34766220e+00   3.33604215e-01   
725     4.50466881e-06   5.09626404e+00   2.34605687e+00   3.31185607e-01   
726     4.50467365e-06   5.10263843e+00   2.34282201e+00   3.26348391e-01   
727     4.50468333e-06   5.11506853e+00   2.33625932e+00   3.16673959e-01   
728     4.50470267e-06   5.13874644e+00   2.32278400e+00   2.97325096e-01   
729     4.50474137e-06   5.18188819e+00   2.29460592e+00   2.58627370e-01   
730     4.50481877e-06   5.25444173e+00   2.23450295e+00   1.81231918e-01   
731     4.50489616e-06   5.31551887e+00   2.17213659e+00   1.03836465e-01   
732     4.50500000e-06   5.38166550e+00   2.08548123e+00   4.79616347e-14   
733     4.50507740e-06   5.42591542e+00   2.02630104e+00   0.00000000e+00   
734     4.50515479e-06   5.46506259e+00   1.97037215e+00   0.00000000e+00   
735     4.50523219e-06   5.49924305e+00   1.91674147e+00   0.00000000e+00   
736     4.50538698e-06   5.55288198e+00   1.81882138e+00   0.00000000e+00   
737     4.50554177e-06   5.59493210e+00   1.72986633e+00   0.00000000e+00   
738     4.50569656e-06   5.62820521e+00   1.64947486e+00   0.00000000e+00   
739     4.50585135e-06   5.65484356e+00   1.57714637e+00   0.00000000e+00   
740     4.50600614e-06   5.67643389e+00   1.51231007e+00   0.00000000e+00   
741     4.50616093e-06   5.69414140e+00   1.45435951e+00   0.00000000e+00   
742     4.50631572e-06   5.70882226e+00   1.40268247e+00   0.00000000e+00   
743     4.50647051e-06   5.72110997e+00   1.35668274e+00   0.00000000e+00   
744     4.50662530e-06   5.73147868e+00   1.31579438e+00   0.00000000e+00   
745     4.50678010e-06   5.74028840e+00   1.27948981e+00   0.00000000e+00   
746     4.50693489e-06   5.74781665e+00   1.24728363e+00   0.00000000e+00   
747     4.50708968e-06   5.75428078e+00   1.21873336e+00   0.00000000e+00   
748     4.50724447e-06   5.75985349e+00   1.19343849e+00   0.00000000e+00   
749     4.50739926e-06   5.76467387e+00   1.17103831e+00   0.00000000e+00   
750     4.50755405e-06   5.76885530e+00   1.15120922e+00   0.00000000e+00   
751     4.50770884e-06   5.77249117e+00   1.13366175e+00   0.00000000e+00   
752     4.50786363e-06   5.77565913e+00   1.11813758e+00   0.00000000e+00   
753     4.50801842e-06   5.77842420e+00   1.10440653e+00   0.00000000e+00   
754     4.50817321e-06   5.78084126e+00   1.09226385e+00   0.00000000e+00   
755     4.50832800e-06   5.78295683e+00   1.08152758e+00   0.00000000e+00   
756     4.50848280e-06   5.78481059e+00   1.07203619e+00   0.00000000e+00   
757     4.50863759e-06   5.78643654e+00   1.06364635e+00   0.00000000e+00   
758     4.50879238e-06   5.78786386e+00   1.05623101e+00   0.00000000e+00   
759     4.50894717e-06   5.78911776e+00   1.04967758e+00   0.00000000e+00   
760     4.50910196e-06   5.79022001e+00   1.04388634e+00   0.00000000e+00   
761     4.50925675e-06   5.79118951e+00   1.03876901e+00   0.00000000e+00   
762     4.50941154e-06   5.79204266e+00   1.03424744e+00   0.00000000e+00   
763     4.50956633e-06   5.79279374e+00   1.03025248e+00   0.00000000e+00   
764     4.50972112e-06   5.79345524e+00   1.02672296e+00   0.00000000e+00   
765     4.50987591e-06   5.79403801e+00   1.02360479e+00   0.00000000e+00   
766     4.51003070e-06   5.79455160e+00   1.02085012e+00   0.00000000e+00   
767     4.51018550e-06   5.79500431e+00   1.01841665e+00   0.00000000e+00   
768     4.51034029e-06   5.79540347e+00   1.01626699e+00   0.00000000e+00   
769     4.51049508e-06   5.79575548e+00   1.01436809e+00   0.00000000e+00   
770     4.51064987e-06   5.79606595e+00   1.01269072e+00   0.00000000e+00   
771     4.51080466e-06   5.79633985e+00   1.01120908e+00   0.00000000e+00   
772     4.51095945e-06   5.79658150e+00   1.00990035e+00   0.00000000e+00   
773     4.51111424e-06   5.79679473e+00   1.00874436e+00   0.00000000e+00   
774     4.51126903e-06   5.79698290e+00   1.00772330e+00   0.00000000e+00   
775     4.51142382e-06   5.79714898e+00   1.00682143e+00   0.00000000e+00   
776     4.51157861e-06   5.79729556e+00   1.00602484e+00   0.00000000e+00   
777     4.51173340e-06   5.79742495e+00   1.00532126e+00   0.00000000e+00   
778     4.51188820e-06   5.79753917e+00   1.00469983e+00   0.00000000e+00   
779     4.51204299e-06   5.79764001e+00   1.00415095e+00   0.00000000e+00   
780     4.51219778e-06   5.79772904e+00   1.00366617e+00   0.00000000e+00   
781     4.51235257e-06   5.79780763e+00   1.00323799e+00   0.00000000e+00   
782     4.51250736e-06   5.79787703e+00   1.00285982e+00   0.00000000e+00   
783     4.51266215e-06   5.79793831e+00   1.00252581e+00   0.00000000e+00   
784     4.51281694e-06   5.79799241e+00   1.00223080e+00   0.00000000e+00   
785     4.51297173e-06   5.79804019e+00   1.00197025e+00   0.00000000e+00   
786     4.51312652e-06   5.79808238e+00   1.00174013e+00   0.00000000e+00   
787     4.51328131e-06   5.79811963e+00   1.00153688e+00   0.00000000e+00   
788     4.51343610e-06   5.79815253e+00   1.00135737e+00   0.00000000e+00   
789     4.51359090e-06   5.79818158e+00   1.00119883e+00   0.00000000e+00   
790     4.51374569e-06   5.79820724e+00   1.00105880e+00   0.00000000e+00   
791     4.51390048e-06   5.79822989e+00   1.00093513e+00   0.00000000e+00   
792     4.51405527e-06   5.79824990e+00   1.00082591e+00   0.00000000e+00   
793     4.51421006e-06   5.79826757e+00   1.00072944e+00   0.00000000e+00   
794     4.51436485e-06   5.79828318e+00   1.00064424e+00   0.00000000e+00   
795     4.51451964e-06   5.79829696e+00   1.00056899e+00   0.00000000e+00   
796     4.51467443e-06   5.79830913e+00   1.00050253e+00   0.00000000e+00   
797     4.51482922e-06   5.79831988e+00   1.00044383e+00   0.00000000e+00   
798     4.51498401e-06   5.79832937e+00   1.00039199e+00   0.00000000e+00   
799     4.51513880e-06   5.79833775e+00   1.00034620e+00   0.00000000e+00   
800     4.51529360e-06   5.79834516e+00   1.00030576e+00   0.00000000e+00   
801     4.51544839e-06   5.79835170e+00   1.00027005e+00   0.00000000e+00   
802     4.51560318e-06   5.79835747e+00   1.00023850e+00   0.00000000e+00   
803     4.51575797e-06   5.79836257e+00   1.00021065e+00   0.00000000e+00   
804     4.51591276e-06   5.79836708e+00   1.00018604e+00   0.00000000e+00   
805     4.51606755e-06   5.79837106e+00   1.00016431e+00   0.00000000e+00   
806     4.51622234e-06   5.79837457e+00   1.00014512e+00   0.00000000e+00   
807     4.51637713e-06   5.79837767e+00   1.00012817e+00   0.00000000e+00   
808     4.51653192e-06   5.79838041e+00   1.00011320e+00   0.00000000e+00   
809     4.51668671e-06   5.79838283e+00   1.00009997e+00   0.00000000e+00   
810     4.51684150e-06   5.79838497e+00   1.00008830e+00   0.00000000e+00   
811     4.51715109e-06   5.79838835e+00   1.00006983e+00   0.00000000e+00   
812     4.51746067e-06   5.79839103e+00   1.00005522e+00   0.00000000e+00   
813     4.51777025e-06   5.79839314e+00   1.00004367e+00   0.00000000e+00   
814     4.51807983e-06   5.79839481e+00   1.00003453e+00   0.00000000e+00   
815     4.51838941e-06   5.79839614e+00   1.00002731e+00   0.00000000e+00   
816     4.51869900e-06   5.79839718e+00   1.00002160e+00   0.00000000e+00   
817     4.51900858e-06   5.79839801e+00   1.00001708e+00   0.00000000e+00   
818     4.51931816e-06   5.79839866e+00   1.00001351e+00   0.00000000e+00   
819     4.51962774e-06   5.79839918e+00   1.00001068e+00   0.00000000e+00   
820     4.52024690e-06   5.79839986e+00   1.00000699e+00   0.00000000e+00   
821     4.52086607e-06   5.79840030e+00   1.00000457e+00   0.00000000e+00   
822     4.52148523e-06   5.79840059e+00   1.00000299e+00   0.00000000e+00   
823     4.52210440e-06   5.79840078e+00   1.00000195e+00   0.00000000e+00   
824     4.52334272e-06   5.79840096e+00   1.00000095e+00   0.00000000e+00   
825     4.52458105e-06   5.79840105e+00   1.00000046e+00   0.00000000e+00   
826     4.52705770e-06   5.79840111e+00   1.00000015e+00   0.00000000e+00   
827     4.52953436e-06   5.79840113e+00   1.00000005e+00   0.00000000e+00   
828     4.53448767e-06   5.79840113e+00   1.00000001e+00   0.00000000e+00   
829     4.54439429e-06   5.79840113e+00   1.00000000e+00   0.00000000e+00   
830     4.56420752e-06   5.79840113e+00   1.00000000e+00   0.00000000e+00   
831     4.60383399e-06   5.79840113e+00   1.00000000e+00   0.00000000e+00   
832     4.68308694e-06   5.79840113e+00   1.00000000e+00   0.00000000e+00   
833     4.84159282e-06   5.79840113e+00   1.00000000e+00   0.00000000e+00   
834     5.14159282e-06   5.79840113e+00   1.00000000e+00   0.00000000e+00   
835     5.44159282e-06   5.79840113e+00   1.00000000e+00   0.00000000e+00   
836     5.74159282e-06   5.79840113e+00   1.00000000e+00   0.00000000e+00   
837     6.00000000e-06   5.79840113e+00   1.00000000e+00   0.00000000e+00   
End of Xyce(TM) Simulation
