Index        TIME          {V(2)+2.0}       {V(3)+2.0}       {V(4)+2.0}       {V(6)+2.0}       {V(7)+2.0}       {V(8)+2.0}       {V(13)+2.0}      {V(14)+2.0}      {V(17)+2.0}      {V(21)+2.0}      {V(22)+2.0}
989     9.36937955e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   7.00000000e+00   5.27477319e+00   5.27477319e+00   2.00736358e+00   7.01054449e+00   2.91330907e+00   7.00037174e+00   7.00037174e+00   
990     9.37192047e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   7.00000000e+00   5.26811840e+00   5.26811840e+00   2.00732221e+00   7.01025370e+00   2.91089609e+00   7.00039820e+00   7.00039820e+00   
991     9.37700231e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   7.00000000e+00   5.25491736e+00   5.25491736e+00   2.00724106e+00   7.00968913e+00   2.90614258e+00   7.00045348e+00   7.00045348e+00   
992     9.38155770e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   7.00000000e+00   5.24316753e+00   5.24316753e+00   2.00716955e+00   7.00919631e+00   2.90193967e+00   7.00050488e+00   7.00050488e+00   
993     9.38611309e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   7.00000000e+00   5.23150044e+00   5.23150044e+00   2.00709925e+00   7.00871638e+00   2.89779369e+00   7.00055804e+00   7.00055804e+00   
994     9.39066848e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   7.00000000e+00   5.21991491e+00   5.21991491e+00   2.00703013e+00   7.00824898e+00   2.89370357e+00   7.00061289e+00   7.00061289e+00   
995     9.39977927e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   7.00000000e+00   5.19692412e+00   5.19692412e+00   2.00689452e+00   7.00734261e+00   2.88565651e+00   7.00072662e+00   7.00072662e+00   
996     9.40889006e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   7.00000000e+00   5.17439146e+00   5.17439146e+00   2.00676506e+00   7.00650108e+00   2.87789661e+00   7.00084815e+00   7.00084815e+00   
997     9.41800084e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   7.00000000e+00   5.15216136e+00   5.15216136e+00   2.00663963e+00   7.00570166e+00   2.87033174e+00   7.00097433e+00   7.00097433e+00   
998     9.42711163e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   7.00000000e+00   5.13022388e+00   5.13022388e+00   2.00651801e+00   7.00494235e+00   2.86295812e+00   7.00110486e+00   7.00110486e+00   
999     9.44533320e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   7.00000000e+00   5.08697936e+00   5.08697936e+00   2.00628320e+00   7.00351256e+00   2.84867054e+00   7.00137719e+00   7.00137719e+00   
1000    9.46355477e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   7.00000000e+00   5.04475460e+00   5.04475460e+00   2.00606133e+00   7.00221802e+00   2.83507992e+00   7.00166580e+00   7.00166580e+00   
1001    9.49999792e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   7.00000000e+00   4.96326577e+00   4.96326577e+00   2.00565289e+00   6.99998911e+00   2.80984604e+00   7.00228223e+00   7.00228223e+00   
1002    9.57288420e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   4.81040630e+00   4.81040630e+00   2.00494963e+00   6.99664884e+00   2.76595088e+00   7.00362740e+00   7.00362740e+00   
1003    9.63848186e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   4.68283928e+00   4.68283928e+00   2.00442429e+00   6.99465516e+00   2.73274423e+00   7.00495144e+00   7.00495144e+00   
1004    9.70407952e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   4.56256662e+00   4.56256662e+00   2.00397618e+00   6.99333096e+00   2.70422260e+00   7.00639710e+00   7.00639710e+00   
1005    9.76967718e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   4.44775884e+00   4.44775884e+00   2.00358780e+00   6.99246659e+00   2.67922658e+00   7.00803529e+00   7.00803529e+00   
1006    9.83527484e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   4.33727587e+00   4.33727587e+00   2.00324418e+00   6.99184950e+00   2.65572363e+00   7.00998978e+00   7.00998978e+00   
1007    9.88993291e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   4.24719052e+00   4.24719052e+00   2.00298557e+00   6.99145002e+00   2.63655471e+00   7.01200088e+00   7.01200088e+00   
1008    9.94459098e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   4.15652413e+00   4.15652413e+00   2.00274789e+00   6.99110969e+00   2.61728424e+00   7.01464115e+00   7.01464115e+00   
1009    9.97287775e-08   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   4.10785505e+00   4.10785505e+00   2.00263468e+00   6.99094799e+00   2.60702034e+00   7.01646713e+00   7.01646713e+00   
1010    1.00011645e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   4.05645980e+00   4.05645980e+00   2.00252513e+00   6.99077179e+00   2.59627712e+00   7.01871163e+00   7.01871163e+00   
1011    1.00216622e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   4.01784081e+00   4.01784081e+00   2.00244751e+00   6.99063495e+00   2.58820717e+00   7.02058919e+00   7.02058919e+00   
1012    1.00401101e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.98248444e+00   3.98248444e+00   2.00237917e+00   6.99050838e+00   2.58076216e+00   7.02242507e+00   7.02242507e+00   
1013    1.00585580e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.94661792e+00   3.94661792e+00   2.00231242e+00   6.99038107e+00   2.57316917e+00   7.02415348e+00   7.02415348e+00   
1014    1.00770060e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.91022495e+00   3.91022495e+00   2.00224731e+00   6.99025410e+00   2.56544294e+00   7.02548272e+00   7.02548272e+00   
1015    1.01139018e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.83597956e+00   3.83597956e+00   2.00212083e+00   6.98999976e+00   2.54966835e+00   7.02595356e+00   7.02595356e+00   
1016    1.01369911e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.78759735e+00   3.78759735e+00   2.00204574e+00   6.98983867e+00   2.53939893e+00   7.02292270e+00   7.02292270e+00   
1017    1.01600804e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.73778651e+00   3.73778651e+00   2.00197285e+00   6.98967308e+00   2.52884182e+00   7.01634514e+00   7.01634514e+00   
1018    1.01831697e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.68638183e+00   3.68638183e+00   2.00190200e+00   6.98950106e+00   2.51796295e+00   7.00497715e+00   7.00497715e+00   
1019    1.02293483e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.57947732e+00   3.57947732e+00   2.00176463e+00   6.98913747e+00   2.49537768e+00   6.96509931e+00   6.96509931e+00   
1020    1.02755269e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.46552761e+00   3.46552761e+00   2.00163397e+00   6.98874051e+00   2.47137556e+00   6.88730117e+00   6.88730117e+00   
1021    1.02993146e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.40386051e+00   3.40386051e+00   2.00157032e+00   6.98852437e+00   2.45830544e+00   6.81827245e+00   6.81827245e+00   
1022    1.03136915e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.36661537e+00   3.36661537e+00   2.00153241e+00   6.98838721e+00   2.45021188e+00   6.76398264e+00   6.76398264e+00   
1023    1.03266308e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.33312155e+00   3.33312155e+00   2.00149867e+00   6.98825732e+00   2.44274864e+00   6.70541495e+00   6.70541495e+00   
1024    1.03395700e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.29962334e+00   3.29962334e+00   2.00146525e+00   6.98812083e+00   2.43509959e+00   6.64189681e+00   6.64189681e+00   
1025    1.03525092e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.26644802e+00   3.26644802e+00   2.00143223e+00   6.98798084e+00   2.42730481e+00   6.57375804e+00   6.57375804e+00   
1026    1.03654485e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.23401984e+00   3.23401984e+00   2.00139979e+00   6.98784302e+00   2.41944298e+00   6.50152534e+00   6.50152534e+00   
1027    1.03783877e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.20188472e+00   3.20188472e+00   2.00136774e+00   6.98770469e+00   2.41151383e+00   6.42693994e+00   6.42693994e+00   
1028    1.03874654e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.18026101e+00   3.18026101e+00   2.00134582e+00   6.98761404e+00   2.40596931e+00   6.37239780e+00   6.37239780e+00   
1029    1.03965431e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.15901382e+00   3.15901382e+00   2.00132440e+00   6.98752891e+00   2.40045861e+00   6.31661605e+00   6.31661605e+00   
1030    1.04024391e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.14551166e+00   3.14551166e+00   2.00131071e+00   6.98747650e+00   2.39690250e+00   6.27990173e+00   6.27990173e+00   
1031    1.04083351e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.13227736e+00   3.13227736e+00   2.00129728e+00   6.98742738e+00   2.39337556e+00   6.24274080e+00   6.24274080e+00   
1032    1.04132296e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.12138996e+00   3.12138996e+00   2.00128629e+00   6.98738847e+00   2.39046322e+00   6.21159883e+00   6.21159883e+00   
1033    1.04181242e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.11052745e+00   3.11052745e+00   2.00127546e+00   6.98735077e+00   2.38755786e+00   6.18017737e+00   6.18017737e+00   
1034    1.04230188e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.09966106e+00   3.09966106e+00   2.00126477e+00   6.98731365e+00   2.38465125e+00   6.14848779e+00   6.14848779e+00   
1035    1.04328079e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.07792281e+00   3.07792281e+00   2.00124365e+00   6.98723918e+00   2.37881530e+00   6.08451194e+00   6.08451194e+00   
1036    1.04380311e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.06634073e+00   3.06634073e+00   2.00123259e+00   6.98719934e+00   2.37568145e+00   6.04988320e+00   6.04988320e+00   
1037    1.04427320e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.05594297e+00   3.05594297e+00   2.00122270e+00   6.98716330e+00   2.37285045e+00   6.01850943e+00   6.01850943e+00   
1038    1.04474329e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.04557660e+00   3.04557660e+00   2.00121288e+00   6.98712714e+00   2.37000959e+00   5.98693680e+00   5.98693680e+00   
1039    1.04521338e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.03524756e+00   3.03524756e+00   2.00120313e+00   6.98709094e+00   2.36715994e+00   5.95517369e+00   5.95517369e+00   
1040    1.04615355e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.01469639e+00   3.01469639e+00   2.00118377e+00   6.98701846e+00   2.36144103e+00   5.89122355e+00   5.89122355e+00   
1041    1.04674932e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   3.00179966e+00   3.00179966e+00   2.00117169e+00   6.98697311e+00   2.35780240e+00   5.85024611e+00   5.85024611e+00   
1042    1.04728551e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.99027239e+00   2.99027239e+00   2.00116091e+00   6.98693291e+00   2.35452542e+00   5.81316235e+00   5.81316235e+00   
1043    1.04782170e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.97883399e+00   2.97883399e+00   2.00115024e+00   6.98689348e+00   2.35124865e+00   5.77588527e+00   5.77588527e+00   
1044    1.04835789e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.96748900e+00   2.96748900e+00   2.00113968e+00   6.98685499e+00   2.34797439e+00   5.73842499e+00   5.73842499e+00   
1045    1.04943027e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.94502520e+00   2.94502520e+00   2.00111884e+00   6.98678011e+00   2.34143318e+00   5.66310247e+00   5.66310247e+00   
1046    1.05015075e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.93017493e+00   2.93017493e+00   2.00110520e+00   6.98673305e+00   2.33705404e+00   5.61203293e+00   5.61203293e+00   
1047    1.05087123e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.91546833e+00   2.91546833e+00   2.00109179e+00   6.98668803e+00   2.33268703e+00   5.56070893e+00   5.56070893e+00   
1048    1.05159172e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.90089660e+00   2.90089660e+00   2.00107861e+00   6.98664486e+00   2.32833062e+00   5.50914913e+00   5.50914913e+00   
1049    1.05303268e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.87205523e+00   2.87205523e+00   2.00105274e+00   6.98656169e+00   2.31963099e+00   5.40552777e+00   5.40552777e+00   
1050    1.05398056e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.85338240e+00   2.85338240e+00   2.00103632e+00   6.98651130e+00   2.31392818e+00   5.33681893e+00   5.33681893e+00   
1051    1.05492843e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.83487770e+00   2.83487770e+00   2.00102023e+00   6.98646302e+00   2.30823378e+00   5.26782933e+00   5.26782933e+00   
1052    1.05587631e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.81652888e+00   2.81652888e+00   2.00100445e+00   6.98641646e+00   2.30254355e+00   5.19858809e+00   5.19858809e+00   
1053    1.05682419e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.79833681e+00   2.79833681e+00   2.00098897e+00   6.98637145e+00   2.29685611e+00   5.12911930e+00   5.12911930e+00   
1054    1.05767728e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.78210162e+00   2.78210162e+00   2.00097527e+00   6.98633219e+00   2.29174034e+00   5.06642821e+00   5.06642821e+00   
1055    1.05831392e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.77006862e+00   2.77006862e+00   2.00096517e+00   6.98630358e+00   2.28792457e+00   5.01955473e+00   5.01955473e+00   
1056    1.05895057e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.75811950e+00   2.75811950e+00   2.00095519e+00   6.98627578e+00   2.28411227e+00   4.97260097e+00   4.97260097e+00   
1057    1.05952355e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.74743733e+00   2.74743733e+00   2.00094632e+00   6.98625148e+00   2.28068525e+00   4.93028236e+00   4.93028236e+00   
1058    1.06009654e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.73682939e+00   2.73682939e+00   2.00093755e+00   6.98622801e+00   2.27726363e+00   4.88790873e+00   4.88790873e+00   
1059    1.06066952e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.72629870e+00   2.72629870e+00   2.00092889e+00   6.98620543e+00   2.27384886e+00   4.84548503e+00   4.84548503e+00   
1060    1.06181549e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.70543600e+00   2.70543600e+00   2.00091182e+00   6.98616241e+00   2.26703746e+00   4.76053397e+00   4.76053397e+00   
1061    1.06248950e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.69335412e+00   2.69335412e+00   2.00090205e+00   6.98613972e+00   2.26305430e+00   4.71047771e+00   4.71047771e+00   
1062    1.06309612e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.68258053e+00   2.68258053e+00   2.00089340e+00   6.98612072e+00   2.25948419e+00   4.66539342e+00   4.66539342e+00   
1063    1.06370273e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.67190853e+00   2.67190853e+00   2.00088488e+00   6.98610321e+00   2.25592995e+00   4.62028086e+00   4.62028086e+00   
1064    1.06430934e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.66134037e+00   2.66134037e+00   2.00087650e+00   6.98608724e+00   2.25239281e+00   4.57514511e+00   4.57514511e+00   
1065    1.06552257e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.64046259e+00   2.64046259e+00   2.00086007e+00   6.98605883e+00   2.24536024e+00   4.48483380e+00   4.48483380e+00   
1066    1.06631388e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.62713710e+00   2.62713710e+00   2.00084976e+00   6.98604503e+00   2.24082886e+00   4.42589847e+00   4.42589847e+00   
1067    1.06702605e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.61529889e+00   2.61529889e+00   2.00084068e+00   6.98603508e+00   2.23678225e+00   4.37287288e+00   4.37287288e+00   
1068    1.06773822e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.60361577e+00   2.60361577e+00   2.00083181e+00   6.98602764e+00   2.23276831e+00   4.31993831e+00   4.31993831e+00   
1069    1.06845039e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.59208917e+00   2.59208917e+00   2.00082314e+00   6.98602273e+00   2.22878830e+00   4.26716022e+00   4.26716022e+00   
1070    1.06987474e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.56941604e+00   2.56941604e+00   2.00080628e+00   6.98601856e+00   2.22090866e+00   4.16219558e+00   4.16219558e+00   
1071    1.07079758e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.55515437e+00   2.55515437e+00   2.00079591e+00   6.98602309e+00   2.21590485e+00   4.09491528e+00   4.09491528e+00   
1072    1.07162814e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.54254063e+00   2.54254063e+00   2.00078686e+00   6.98603081e+00   2.21145613e+00   4.03486245e+00   4.03486245e+00   
1073    1.07245870e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.53014775e+00   2.53014775e+00   2.00077808e+00   6.98604216e+00   2.20706306e+00   3.97537411e+00   3.97537411e+00   
1074    1.07328926e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.51797606e+00   2.51797606e+00   2.00076957e+00   6.98605710e+00   2.20272687e+00   3.91651466e+00   3.91651466e+00   
1075    1.07495038e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.49416089e+00   2.49416089e+00   2.00075316e+00   6.98609498e+00   2.19418788e+00   3.80053571e+00   3.80053571e+00   
1076    1.07622530e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.47666767e+00   2.47666767e+00   2.00074150e+00   6.98613717e+00   2.18785239e+00   3.71429809e+00   3.71429809e+00   
1077    1.07737272e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.46134580e+00   2.46134580e+00   2.00073149e+00   6.98618187e+00   2.18227067e+00   3.63837184e+00   3.63837184e+00   
1078    1.07852014e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.44643968e+00   2.44643968e+00   2.00072194e+00   6.98623307e+00   2.17680949e+00   3.56424269e+00   3.56424269e+00   
1079    1.07966757e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.43194509e+00   2.43194509e+00   2.00071283e+00   6.98629059e+00   2.17146964e+00   3.49201024e+00   3.49201024e+00   
1080    1.08196242e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.40391827e+00   2.40391827e+00   2.00069558e+00   6.98641924e+00   2.16107051e+00   3.35238745e+00   3.35238745e+00   
1081    1.08425727e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.37808653e+00   2.37808653e+00   2.00068057e+00   6.98658103e+00   2.15137115e+00   3.22445354e+00   3.22445354e+00   
1082    1.08655212e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.35375805e+00   2.35375805e+00   2.00066694e+00   6.98676318e+00   2.14216109e+00   3.10519735e+00   3.10519735e+00   
1083    1.08884697e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.33086738e+00   2.33086738e+00   2.00065453e+00   6.98696331e+00   2.13342632e+00   2.99470722e+00   2.99470722e+00   
1084    1.09000000e-07   2.00000000e+00   7.00000000e+00   7.00000000e+00   6.99999999e+00   2.31967437e+00   2.31967437e+00   2.00064854e+00   6.98706735e+00   2.12913611e+00   2.94108825e+00   2.94108825e+00   
1085    1.09010000e-07   2.02500000e+00   6.97500000e+00   6.97500000e+00   6.99999999e+00   2.31475827e+00   2.31475827e+00   2.00064717e+00   6.98688554e+00   2.12629787e+00   2.93648989e+00   2.93648989e+00   
1086    1.09011250e-07   2.02812500e+00   6.97187500e+00   6.97187500e+00   6.99999999e+00   2.31416148e+00   2.31416148e+00   2.00064698e+00   6.98686272e+00   2.12594573e+00   2.93591538e+00   2.93591538e+00   
1087    1.09013750e-07   2.03437500e+00   6.96562500e+00   6.96562500e+00   6.99999999e+00   2.31303568e+00   2.31303568e+00   2.00064656e+00   6.98681764e+00   2.12524652e+00   2.93476742e+00   2.93476742e+00   
1088    1.09016250e-07   2.04062500e+00   6.95937500e+00   6.95937500e+00   6.99999999e+00   2.31197229e+00   2.31197229e+00   2.00064609e+00   6.98677304e+00   2.12455228e+00   2.93362055e+00   2.93362055e+00   
1089    1.09021250e-07   2.05312500e+00   6.94687500e+00   6.94687500e+00   6.99999999e+00   2.31005778e+00   2.31005778e+00   2.00064496e+00   6.98668580e+00   2.12318607e+00   2.93133109e+00   2.93133109e+00   
1090    1.09031250e-07   2.07812500e+00   6.92187500e+00   6.92187500e+00   6.99999999e+00   2.30686023e+00   2.30686023e+00   2.00064206e+00   6.98652009e+00   2.12055581e+00   2.92676930e+00   2.92676930e+00   
1091    1.09041250e-07   2.10312500e+00   6.89687500e+00   6.89687500e+00   6.99999999e+00   2.30413504e+00   2.30413504e+00   2.00063863e+00   6.98636361e+00   2.11803459e+00   2.92222470e+00   2.92222470e+00   
1092    1.09061250e-07   2.15312500e+00   6.84687500e+00   6.84687500e+00   6.99999999e+00   2.29983185e+00   2.29983185e+00   2.00063029e+00   6.98608704e+00   2.11342426e+00   2.91320376e+00   2.91320376e+00   
1093    1.09079250e-07   2.19812500e+00   6.80187500e+00   6.80187500e+00   6.99999999e+00   2.29656089e+00   2.29656089e+00   2.00062200e+00   6.98586582e+00   2.10960528e+00   2.90514037e+00   2.90514037e+00   
1094    1.09097250e-07   2.24312500e+00   6.75687500e+00   6.75687500e+00   6.99999999e+00   2.29368949e+00   2.29368949e+00   2.00061324e+00   6.98566982e+00   2.10608752e+00   2.89713229e+00   2.89713229e+00   
1095    1.09115250e-07   2.28812500e+00   6.71187500e+00   6.71187500e+00   6.99999999e+00   2.29109224e+00   2.29109224e+00   2.00060426e+00   6.98549641e+00   2.10283956e+00   2.88917945e+00   2.88917945e+00   
1096    1.09151250e-07   2.37812500e+00   6.62187500e+00   6.62187500e+00   6.99999999e+00   2.28632165e+00   2.28632165e+00   2.00058635e+00   6.98519437e+00   2.09687925e+00   2.87340302e+00   2.87340302e+00   
1097    1.09183270e-07   2.45817595e+00   6.54182405e+00   6.54182405e+00   6.99999999e+00   2.28265129e+00   2.28265129e+00   2.00057126e+00   6.98499976e+00   2.09245930e+00   2.85962484e+00   2.85962484e+00   
1098    1.09212089e-07   2.53022180e+00   6.46977820e+00   6.46977820e+00   6.99999999e+00   2.27952023e+00   2.27952023e+00   2.00055861e+00   6.98485339e+00   2.08882383e+00   2.84736442e+00   2.84736442e+00   
1099    1.09240907e-07   2.60226765e+00   6.39773235e+00   6.39773235e+00   6.99999999e+00   2.27652928e+00   2.27652928e+00   2.00054696e+00   6.98473030e+00   2.08546462e+00   2.83524335e+00   2.83524335e+00   
1100    1.09269725e-07   2.67431351e+00   6.32568649e+00   6.32568649e+00   6.99999999e+00   2.27365686e+00   2.27365686e+00   2.00053629e+00   6.98462605e+00   2.08232846e+00   2.82326110e+00   2.82326110e+00   
1101    1.09321598e-07   2.80399604e+00   6.19600396e+00   6.19600396e+00   6.99999999e+00   2.26878800e+00   2.26878800e+00   2.00052001e+00   6.98448178e+00   2.07719448e+00   2.80213697e+00   2.80213697e+00   
1102    1.09361591e-07   2.90397697e+00   6.09602303e+00   6.09602303e+00   6.99999999e+00   2.26519754e+00   2.26519754e+00   2.00050899e+00   6.98438995e+00   2.07346426e+00   2.78611461e+00   2.78611461e+00   
1103    1.09408572e-07   3.02142911e+00   5.97857089e+00   5.97857089e+00   6.99999999e+00   2.26117175e+00   2.26117175e+00   2.00049783e+00   6.98430189e+00   2.06931347e+00   2.76765225e+00   2.76765225e+00   
1104    1.09455553e-07   3.13888125e+00   5.86111875e+00   5.86111875e+00   6.99999999e+00   2.25732286e+00   2.25732286e+00   2.00048813e+00   6.98422840e+00   2.06533154e+00   2.74954694e+00   2.74954694e+00   
1105    1.09502533e-07   3.25633340e+00   5.74366660e+00   5.74366660e+00   6.99999999e+00   2.25363879e+00   2.25363879e+00   2.00047963e+00   6.98416568e+00   2.06147337e+00   2.73179546e+00   2.73179546e+00   
1106    1.09596495e-07   3.49123768e+00   5.50876232e+00   5.50876232e+00   6.99999999e+00   2.24665590e+00   2.24665590e+00   2.00046468e+00   6.98405620e+00   2.05393672e+00   2.69711346e+00   2.69711346e+00   
1107    1.09690457e-07   3.72614197e+00   5.27385803e+00   5.27385803e+00   6.99999999e+00   2.24025548e+00   2.24025548e+00   2.00045234e+00   6.98396575e+00   2.04660821e+00   2.66374212e+00   2.66374212e+00   
1108    1.09774712e-07   3.93678092e+00   5.06321908e+00   5.06321908e+00   6.99999999e+00   2.23502636e+00   2.23502636e+00   2.00044278e+00   6.98389320e+00   2.04012069e+00   2.63495346e+00   2.63495346e+00   
1109    1.09779978e-07   3.94994585e+00   5.05005415e+00   5.05005415e+00   6.99999999e+00   2.23471646e+00   2.23471646e+00   2.00044223e+00   6.98388888e+00   2.03971715e+00   2.63318982e+00   2.63318982e+00   
1110    1.09790510e-07   3.97627572e+00   5.02372428e+00   5.02372428e+00   6.99999999e+00   2.23410235e+00   2.23410235e+00   2.00044113e+00   6.98388022e+00   2.03890967e+00   2.62967510e+00   2.62967510e+00   
1111    1.09811574e-07   4.02893546e+00   4.97106454e+00   4.97106454e+00   6.99999999e+00   2.23289747e+00   2.23289747e+00   2.00043895e+00   6.98386285e+00   2.03729310e+00   2.62269567e+00   2.62269567e+00   
