Index       FREQ            Re(V(1))          Im(V(1))         Re(I(VSRC))       Im(I(VSRC))   
23       1.99526231e+02    9.90063276e-01    9.91866193e-02   -2.48692651e-04   -2.49145523e-05
24       2.51188643e+02    9.93707275e-01    7.90767124e-02   -2.49607982e-04   -1.98631721e-05
25       3.16227766e+02    9.96020317e-01    6.29590742e-02   -2.50188992e-04   -1.58146044e-05
26       3.98107171e+02    9.97485297e-01    5.00837269e-02   -2.50556978e-04   -1.25804634e-05
27       5.01187234e+02    9.98411856e-01    3.98198725e-02   -2.50789719e-04   -1.00022997e-05
28       6.30957344e+02    9.98997361e-01    3.16485981e-02   -2.50936792e-04   -7.94976841e-06
29       7.94328235e+02    9.99367143e-01    2.51486805e-02   -2.51029677e-04   -6.31706292e-06
30       1.00000000e+03    9.99600601e-01    1.99809735e-02   -2.51088319e-04   -5.01899363e-06
31       1.25892541e+03    9.99747959e-01    1.58737912e-02   -2.51125333e-04   -3.98731606e-06
32       1.58489319e+03    9.99840958e-01    1.26101734e-02   -2.51148694e-04   -3.16753235e-06
33       1.99526231e+03    9.99899646e-01    1.00172047e-02   -2.51163435e-04   -2.51620807e-06
0        1.00000000e+00    3.95094021e-03    6.27322109e-02   -7.88316212e-07   -1.25167216e-05
1        1.25892541e+00    6.24738131e-03    7.87930932e-02   -1.24651645e-06   -1.57212890e-05
2        1.58489319e+00    9.86538350e-03    9.88334848e-02   -1.96840279e-06   -1.97198728e-05
3        1.99526231e+00    1.55458764e-02    1.23710154e-01   -3.10181013e-06   -2.46834208e-05
4        2.51188643e+00    2.44165419e-02    1.54338506e-01   -4.87174060e-06   -3.07945805e-05
5        3.16227766e+00    3.81527491e-02    1.91564915e-01   -7.61247424e-06   -3.82222257e-05
6        3.98107171e+00    5.91481251e-02    2.35901726e-01   -1.18016025e-05   -4.70685824e-05
7        5.01187234e+00    9.06088183e-02    2.87052017e-01   -1.80788361e-05   -5.72744072e-05
8        6.30957344e+00    1.36377758e-01    3.43189256e-01   -2.72109401e-05   -6.84752589e-05
9        7.94328235e+00    2.00176794e-01    4.00132534e-01   -3.99405213e-05   -7.98369367e-05
10       1.00000000e+01    2.84006747e-01    4.50940035e-01   -5.66667960e-05   -8.99743657e-05
11       1.25892541e+01    3.86000434e-01    4.86830668e-01   -7.70172119e-05   -9.71354885e-05
12       1.58489319e+01    4.99090323e-01    4.99999172e-01   -9.95816114e-05   -9.97629506e-05
13       1.99526231e+01    6.12273363e-01    4.87231661e-01   -1.22164597e-04   -9.72154973e-05
14       2.51188643e+01    7.14511088e-01    4.51646978e-01   -1.42563705e-04   -9.01154195e-05
15       3.16227766e+01    7.98655504e-01    4.01004850e-01   -1.59352723e-04   -8.00109865e-05
16       3.98107171e+01    8.62762845e-01    3.44097542e-01   -1.72143819e-04   -6.86564858e-05
17       5.01187234e+01    9.08789741e-01    2.87907880e-01   -1.81327392e-04   -5.74451743e-05
18       6.30957344e+01    9.40445587e-01    2.36659427e-01   -1.87643564e-04   -4.72197637e-05
19       7.94328235e+01    9.61579291e-01    1.92209672e-01   -1.91860292e-04   -3.83508715e-05
20       1.00000000e+02    9.75409506e-01    1.54873502e-01   -1.94619783e-04   -3.09013263e-05
21       1.25892541e+02    9.84342355e-01    1.24147023e-01   -1.96402121e-04   -2.47705876e-05
22       1.58489319e+02    9.90063276e-01    9.91866193e-02   -1.97543594e-04   -1.97903324e-05
23       1.99526231e+02    9.93707275e-01    7.90767124e-02   -1.98270668e-04   -1.57778784e-05
24       2.51188643e+02    9.96020317e-01    6.29590742e-02   -1.98732180e-04   -1.25619868e-05
25       3.16227766e+02    9.97485297e-01    5.00837269e-02   -1.99024482e-04   -9.99301729e-06
26       3.98107171e+02    9.98411856e-01    3.98198725e-02   -1.99209355e-04   -7.94510910e-06
27       5.01187234e+02    9.98997361e-01    3.16485981e-02   -1.99326179e-04   -6.31472550e-06
28       6.30957344e+02    9.99367143e-01    2.51486805e-02   -1.99399960e-04   -5.01782144e-06
29       7.94328235e+02    9.99600601e-01    1.99809735e-02   -1.99446541e-04   -3.98672835e-06
30       1.00000000e+03    9.99747959e-01    1.58737912e-02   -1.99475943e-04   -3.16723773e-06
31       1.25892541e+03    9.99840958e-01    1.26101734e-02   -1.99494498e-04   -2.51606038e-06
32       1.58489319e+03    9.99899646e-01    1.00172047e-02   -1.99506208e-04   -1.99869511e-06
33       1.99526231e+03    9.99936678e-01    7.95724326e-03   -1.99513597e-04   -1.58767876e-06
0        1.00000000e+00    6.24738131e-03    7.87930932e-02   -9.90143211e-07   -1.24878637e-05
1        1.25892541e+00    9.86538350e-03    9.88334848e-02   -1.56355791e-06   -1.56640517e-05
2        1.58489319e+00    1.55458764e-02    1.23710154e-01   -2.46385537e-06   -1.96067380e-05
3        1.99526231e+00    2.44165419e-02    1.54338506e-01   -3.86976111e-06   -2.44610047e-05
4        2.51188643e+00    3.81527491e-02    1.91564915e-01   -6.04680323e-06   -3.03609930e-05
5        3.16227766e+00    5.91481251e-02    2.35901726e-01   -9.37434608e-06   -3.73879040e-05
6        3.98107171e+00    9.06088183e-02    2.87052017e-01   -1.43605299e-05   -4.54946787e-05
7        5.01187234e+00    1.36377758e-01    3.43189256e-01   -2.16144180e-05   -5.43918315e-05
8        6.30957344e+00    2.00176794e-01    4.00132534e-01   -3.17258838e-05   -6.34167330e-05
9        7.94328235e+00    2.84006747e-01    4.50940035e-01   -4.50120360e-05   -7.14691791e-05
10       1.00000000e+01    3.86000434e-01    4.86830668e-01   -6.11769459e-05   -7.71574611e-05
11       1.25892541e+01    4.99090323e-01    4.99999172e-01   -7.91004856e-05   -7.92445285e-05
12       1.58489319e+01    6.12273363e-01    4.87231661e-01   -9.70387885e-05   -7.72210143e-05
13       1.99526231e+01    7.14511088e-01    4.51646978e-01   -1.13242376e-04   -7.15812221e-05
14       2.51188643e+01    7.98655504e-01    4.01004850e-01   -1.26578367e-04   -6.35549857e-05
15       3.16227766e+01    8.62762845e-01    3.44097542e-01   -1.36738696e-04   -5.45357851e-05
16       3.98107171e+01    9.08789741e-01    2.87907880e-01   -1.44033467e-04   -4.56303239e-05
17       5.01187234e+01    9.40445587e-01    2.36659427e-01   -1.49050581e-04   -3.75079915e-05
18       6.30957344e+01    9.61579291e-01    1.92209672e-01   -1.52400047e-04   -3.04631801e-05
19       7.94328235e+01    9.75409506e-01    1.54873502e-01   -1.54591989e-04   -2.45457960e-05
20       1.00000000e+02    9.84342355e-01    1.24147023e-01   -1.56007750e-04   -1.96759771e-05
21       1.25892541e+02    9.90063276e-01    9.91866193e-02   -1.56914455e-04   -1.57200198e-05
22       1.58489319e+02    9.93707275e-01    7.90767124e-02   -1.57491990e-04   -1.25328143e-05
23       1.99526231e+02    9.96020317e-01    6.29590742e-02   -1.57858582e-04   -9.97834081e-06
24       2.51188643e+02    9.97485297e-01    5.00837269e-02   -1.58090766e-04   -7.93773578e-06
25       3.16227766e+02    9.98411856e-01    3.98198725e-02   -1.58237615e-04   -6.31102449e-06
26       3.98107171e+02    9.98997361e-01    3.16485981e-02   -1.58330412e-04   -5.01596476e-06
27       5.01187234e+02    9.99367143e-01    2.51486805e-02   -1.58389018e-04   -3.98579725e-06
28       6.30957344e+02    9.99600601e-01    1.99809735e-02   -1.58426019e-04   -3.16677089e-06
29       7.94328235e+02    9.99747959e-01    1.58737912e-02   -1.58449373e-04   -2.51582635e-06
30       1.00000000e+03    9.99840958e-01    1.26101734e-02   -1.58464113e-04   -1.99857780e-06
31       1.25892541e+03    9.99899646e-01    1.00172047e-02   -1.58473414e-04   -1.58761996e-06
32       1.58489319e+03    9.99936678e-01    7.95724326e-03   -1.58479283e-04   -1.26113807e-06
33       1.99526231e+03    9.99960046e-01    6.32081070e-03   -1.58482987e-04   -1.00178098e-06
0        1.00000000e+00    9.86538350e-03    9.88334848e-02   -1.24197820e-06   -1.24423985e-05
1        1.25892541e+00    1.55458764e-02    1.23710154e-01   -1.95710989e-06   -1.55741856e-05
2        1.58489319e+00    2.44165419e-02    1.54338506e-01   -3.07386051e-06   -1.94300667e-05
3        1.99526231e+00    3.81527491e-02    1.91564915e-01   -4.80314653e-06   -2.41165940e-05
4        2.51188643e+00    5.91481251e-02    2.35901726e-01   -7.44630777e-06   -2.96982678e-05
5        3.16227766e+00    9.06088183e-02    2.87052017e-01   -1.14069744e-05   -3.61377078e-05
6        3.98107171e+00    1.36377758e-01    3.43189256e-01   -1.71689425e-05   -4.32049675e-05
7        5.01187234e+00    2.00176794e-01    4.00132534e-01   -2.52007652e-05   -5.03737015e-05
8        6.30957344e+00    2.84006747e-01    4.50940035e-01   -3.57543311e-05   -5.67699869e-05
9        7.94328235e+00    3.86000434e-01    4.86830668e-01   -4.85945755e-05   -6.12883499e-05
10       1.00000000e+01    4.99090323e-01    4.99999172e-01   -6.28317491e-05   -6.29461664e-05
11       1.25892541e+01    6.12273363e-01    4.87231661e-01   -7.70806496e-05   -6.13388320e-05
12       1.58489319e+01    7.14511088e-01    4.51646978e-01   -8.99516166e-05   -5.68589858e-05
13       1.99526231e+01    7.98655504e-01    4.01004850e-01   -1.00544771e-04   -5.04835196e-05
14       2.51188643e+01    8.62762845e-01    3.44097542e-01   -1.08615407e-04   -4.33193139e-05
15       3.16227766e+01    9.08789741e-01    2.87907880e-01   -1.14409850e-04   -3.62454547e-05
16       3.98107171e+01    9.40445587e-01    2.36659427e-01   -1.18395085e-04   -2.97936567e-05
17       5.01187234e+01    9.61579291e-01    1.92209672e-01   -1.21055661e-04   -2.41977640e-05
18       6.30957344e+01    9.75409506e-01    1.54873502e-01   -1.22796781e-04   -1.94974188e-05
19       7.94328235e+01    9.84342355e-01    1.24147023e-01   -1.23921360e-04   -1.56291842e-05
20       1.00000000e+02    9.90063276e-01    9.91866193e-02   -1.24641582e-04   -1.24868555e-05
21       1.25892541e+02    9.93707275e-01    7.90767124e-02   -1.25100334e-04   -9.95516827e-06
22       1.58489319e+02    9.96020317e-01    6.29590742e-02   -1.25391529e-04   -7.92607784e-06
23       1.99526231e+02    9.97485297e-01    5.00837269e-02   -1.25575959e-04   -6.30516765e-06
24       2.51188643e+02    9.98411856e-01    3.98198725e-02   -1.25692606e-04   -5.01302494e-06
25       3.16227766e+02    9.98997361e-01    3.16485981e-02   -1.25766316e-04   -3.98432244e-06
26       3.98107171e+02    9.99367143e-01    2.51486805e-02   -1.25812869e-04   -3.16603129e-06
27       5.01187234e+02    9.99600601e-01    1.99809735e-02   -1.25842260e-04   -2.51545553e-06
28       6.30957344e+02    9.99747959e-01    1.58737912e-02   -1.25860811e-04   -1.99839191e-06
29       7.94328235e+02    9.99840958e-01    1.26101734e-02   -1.25872519e-04   -1.58752678e-06
30       1.00000000e+03    9.99899646e-01    1.00172047e-02   -1.25879907e-04   -1.26109136e-06
31       1.25892541e+03    9.99936678e-01    7.95724326e-03   -1.25884569e-04   -1.00175757e-06
32       1.58489319e+03    9.99960046e-01    6.32081070e-03   -1.25887511e-04   -7.95742921e-07
33       1.99526231e+03    9.99974790e-01    5.02087243e-03   -1.25889367e-04   -6.32090390e-07
0        1.00000000e+00    1.55458764e-02    1.23710154e-01   -1.55458764e-06   -1.23710154e-05
1        1.25892541e+00    2.44165419e-02    1.54338506e-01   -2.44165419e-06   -1.54338506e-05
2        1.58489319e+00    3.81527491e-02    1.91564915e-01   -3.81527491e-06   -1.91564915e-05
3        1.99526231e+00    5.91481251e-02    2.35901726e-01   -5.91481251e-06   -2.35901726e-05
4        2.51188643e+00    9.06088183e-02    2.87052017e-01   -9.06088183e-06   -2.87052017e-05
5        3.16227766e+00    1.36377758e-01    3.43189256e-01   -1.36377758e-05   -3.43189256e-05
6        3.98107171e+00    2.00176794e-01    4.00132534e-01   -2.00176794e-05   -4.00132534e-05
7        5.01187234e+00    2.84006747e-01    4.50940035e-01   -2.84006747e-05   -4.50940035e-05
8        6.30957344e+00    3.86000434e-01    4.86830668e-01   -3.86000434e-05   -4.86830668e-05
9        7.94328235e+00    4.99090323e-01    4.99999172e-01   -4.99090323e-05   -4.99999172e-05
10       1.00000000e+01    6.12273363e-01    4.87231661e-01   -6.12273363e-05   -4.87231661e-05
11       1.25892541e+01    7.14511088e-01    4.51646978e-01   -7.14511088e-05   -4.51646978e-05
12       1.58489319e+01    7.98655504e-01    4.01004850e-01   -7.98655504e-05   -4.01004850e-05
13       1.99526231e+01    8.62762845e-01    3.44097542e-01   -8.62762845e-05   -3.44097542e-05
14       2.51188643e+01    9.08789741e-01    2.87907880e-01   -9.08789741e-05   -2.87907880e-05
15       3.16227766e+01    9.40445587e-01    2.36659427e-01   -9.40445587e-05   -2.36659427e-05
16       3.98107171e+01    9.61579291e-01    1.92209672e-01   -9.61579291e-05   -1.92209672e-05
17       5.01187234e+01    9.75409506e-01    1.54873502e-01   -9.75409506e-05   -1.54873502e-05
18       6.30957344e+01    9.84342355e-01    1.24147023e-01   -9.84342355e-05   -1.24147023e-05
19       7.94328235e+01    9.90063276e-01    9.91866193e-02   -9.90063276e-05   -9.91866193e-06
20       1.00000000e+02    9.93707275e-01    7.90767124e-02   -9.93707275e-05   -7.90767124e-06
21       1.25892541e+02    9.96020317e-01    6.29590742e-02   -9.96020317e-05   -6.29590742e-06
22       1.58489319e+02    9.97485297e-01    5.00837269e-02   -9.97485297e-05   -5.00837269e-06
23       1.99526231e+02    9.98411856e-01    3.98198725e-02   -9.98411856e-05   -3.98198725e-06
24       2.51188643e+02    9.98997361e-01    3.16485981e-02   -9.98997361e-05   -3.16485981e-06
25       3.16227766e+02    9.99367143e-01    2.51486805e-02   -9.99367143e-05   -2.51486805e-06
26       3.98107171e+02    9.99600601e-01    1.99809735e-02   -9.99600601e-05   -1.99809735e-06
27       5.01187234e+02    9.99747959e-01    1.58737912e-02   -9.99747959e-05   -1.58737912e-06
28       6.30957344e+02    9.99840958e-01    1.26101734e-02   -9.99840958e-05   -1.26101734e-06
29       7.94328235e+02    9.99899646e-01    1.00172047e-02   -9.99899646e-05   -1.00172047e-06
30       1.00000000e+03    9.99936678e-01    7.95724326e-03   -9.99936678e-05   -7.95724326e-07
31       1.25892541e+03    9.99960046e-01    6.32081070e-03   -9.99960046e-05   -6.32081070e-07
32       1.58489319e+03    9.99974790e-01    5.02087243e-03   -9.99974790e-05   -5.02087243e-07
33       1.99526231e+03    9.99984094e-01    3.98825784e-03   -9.99984094e-05   -3.98825784e-07
End of Xyce(TM) Parameter Sweep
