Index     V(DRAIN)           V(GATE)          N(M1:IDS)     {(N(M2:IDS)-N(M1:IDS))/(V(GATE2)-V(GATE))}     N(M1:GM)      {N(M1:GM)-{(N(M2:IDS)-N(M1:IDS))/(V(GATE2)-V(GATE))}}     N(M1:VTH)       N(M1:VDSSAT)   
907      3.00000000e-03    8.00000000e-01    7.85761374e-06    6.43402225e-06    6.43404389e-06    0.00000000e+00    2.92333167e-01    4.31207513e-01
908      4.00000000e-03    8.00000000e-01    1.04763644e-05    8.57904594e-06    8.57907945e-06    0.00000000e+00    2.92332126e-01    4.31961755e-01
909      5.00000000e-03    8.00000000e-01    1.30947260e-05    1.07243941e-05    1.07244194e-05    0.00000000e+00    2.92330791e-01    4.32716407e-01
910      6.00000000e-03    8.00000000e-01    1.57126014e-05    1.28701019e-05    1.28701409e-05    0.00000000e+00    2.92329162e-01    4.33471466e-01
911      7.00000000e-03    8.00000000e-01    1.83298935e-05    1.50162890e-05    1.50163213e-05    0.00000000e+00    2.92327241e-01    4.34226928e-01
912      8.00000000e-03    8.00000000e-01    2.09465054e-05    1.71629899e-05    1.71630388e-05    0.00000000e+00    2.92325031e-01    4.34982788e-01
913      9.00000000e-03    8.00000000e-01    2.35623403e-05    1.93103128e-05    1.93103721e-05    0.00000000e+00    2.92322534e-01    4.35739044e-01
914      1.00000000e-02    8.00000000e-01    2.61773013e-05    2.14583524e-05    2.14584008e-05    0.00000000e+00    2.92319752e-01    4.36495690e-01
915      1.10000000e-02    8.00000000e-01    2.87912919e-05    2.36071318e-05    2.36072049e-05    0.00000000e+00    2.92316690e-01    4.37252723e-01
916      1.20000000e-02    8.00000000e-01    3.14042158e-05    2.57568066e-05    2.57568652e-05    0.00000000e+00    2.92313351e-01    4.38010138e-01
917      1.30000000e-02    8.00000000e-01    3.40159768e-05    2.79074054e-05    2.79074632e-05    0.00000000e+00    2.92309737e-01    4.38767931e-01
918      1.40000000e-02    8.00000000e-01    3.66264791e-05    3.00590131e-05    3.00590812e-05    0.00000000e+00    2.92305853e-01    4.39526097e-01
919      1.50000000e-02    8.00000000e-01    3.92356270e-05    3.22117397e-05    3.22118019e-05    0.00000000e+00    2.92301703e-01    4.40284630e-01
920      1.60000000e-02    8.00000000e-01    4.18433252e-05    3.43656132e-05    3.43657087e-05    0.00000000e+00    2.92297292e-01    4.41043527e-01
921      1.70000000e-02    8.00000000e-01    4.44494787e-05    3.65207734e-05    3.65208856e-05    0.00000000e+00    2.92292622e-01    4.41802782e-01
922      1.80000000e-02    8.00000000e-01    4.70539930e-05    3.86773193e-05    3.86774170e-05    0.00000000e+00    2.92287700e-01    4.42562390e-01
923      1.90000000e-02    8.00000000e-01    4.96567736e-05    4.08352882e-05    4.08353879e-05    0.00000000e+00    2.92282530e-01    4.43322346e-01
924      2.00000000e-02    8.00000000e-01    5.22577270e-05    4.29947588e-05    4.29948836e-05    0.00000000e+00    2.92277116e-01    4.44082645e-01
925      2.10000000e-02    8.00000000e-01    5.48567596e-05    4.51558872e-05    4.51559895e-05    0.00000000e+00    2.92271464e-01    4.44843282e-01
926      2.20000000e-02    8.00000000e-01    5.74537786e-05    4.73186562e-05    4.73187914e-05    0.00000000e+00    2.92265578e-01    4.45604252e-01
927      2.30000000e-02    8.00000000e-01    6.00486916e-05    4.94832235e-05    4.94833752e-05    0.00000000e+00    2.92259464e-01    4.46365549e-01
928      2.40000000e-02    8.00000000e-01    6.26414068e-05    5.16496619e-05    5.16498268e-05    0.00000000e+00    2.92253126e-01    4.47127169e-01
929      2.50000000e-02    8.00000000e-01    6.52318329e-05    5.38180730e-05    5.38182319e-05    0.00000000e+00    2.92246570e-01    4.47889106e-01
930      2.60000000e-02    8.00000000e-01    6.78198792e-05    5.59885272e-05    5.59886761e-05    0.00000000e+00    2.92239801e-01    4.48651355e-01
931      2.70000000e-02    8.00000000e-01    7.04054558e-05    5.81610989e-05    5.81612447e-05    0.00000000e+00    2.92232824e-01    4.49413912e-01
932      2.80000000e-02    8.00000000e-01    7.29884732e-05    6.03358374e-05    6.03360226e-05    0.00000000e+00    2.92225643e-01    4.50176771e-01
933      2.90000000e-02    8.00000000e-01    7.55688428e-05    6.25129424e-05    6.25130941e-05    0.00000000e+00    2.92218265e-01    4.50939927e-01
934      3.00000000e-02    8.00000000e-01    7.81464766e-05    6.46923972e-05    6.46925430e-05    0.00000000e+00    2.92210694e-01    4.51703376e-01
935      3.10000000e-02    8.00000000e-01    8.07212874e-05    6.68742609e-05    6.68744521e-05    0.00000000e+00    2.92202934e-01    4.52467113e-01
936      3.20000000e-02    8.00000000e-01    8.32931887e-05    6.90586945e-05    6.90589036e-05    0.00000000e+00    2.92194992e-01    4.53231133e-01
937      3.30000000e-02    8.00000000e-01    8.58620948e-05    7.12457895e-05    7.12459785e-05    0.00000000e+00    2.92186872e-01    4.53995432e-01
938      3.40000000e-02    8.00000000e-01    8.84279211e-05    7.34355594e-05    7.34357567e-05    0.00000000e+00    2.92178579e-01    4.54760004e-01
939      3.50000000e-02    8.00000000e-01    9.09905834e-05    7.56281262e-05    7.56283169e-05    0.00000000e+00    2.92170117e-01    4.55524847e-01
940      3.60000000e-02    8.00000000e-01    9.35499988e-05    7.78235085e-05    7.78237364e-05    0.00000000e+00    2.92161491e-01    4.56289954e-01
941      3.70000000e-02    8.00000000e-01    9.61060851e-05    8.00218911e-05    8.00220910e-05    0.00000000e+00    2.92152706e-01    4.57055322e-01
942      3.80000000e-02    8.00000000e-01    9.86587610e-05    8.22232704e-05    8.22234550e-05    0.00000000e+00    2.92143766e-01    4.57820947e-01
943      3.90000000e-02    8.00000000e-01    1.01207946e-04    8.44276787e-05    8.44279009e-05    0.00000000e+00    2.92134676e-01    4.58586825e-01
944      4.00000000e-02    8.00000000e-01    1.03753562e-04    8.66352685e-05    8.66354992e-05    0.00000000e+00    2.92125439e-01    4.59352952e-01
945      4.10000000e-02    8.00000000e-01    1.06295529e-04    8.88460872e-05    8.88463187e-05    0.00000000e+00    2.92116061e-01    4.60119324e-01
946      4.20000000e-02    8.00000000e-01    1.08833771e-04    9.10602110e-05    9.10604260e-05    0.00000000e+00    2.92106545e-01    4.60885937e-01
947      4.30000000e-02    8.00000000e-01    1.11368211e-04    9.32776873e-05    9.32778854e-05    0.00000000e+00    2.92096895e-01    4.61652787e-01
948      4.40000000e-02    8.00000000e-01    1.13898774e-04    9.54984993e-05    9.54987592e-05    0.00000000e+00    2.92087115e-01    4.62419871e-01
949      4.50000000e-02    8.00000000e-01    1.16425387e-04    9.77228586e-05    9.77231070e-05    0.00000000e+00    2.92077209e-01    4.63187186e-01
950      4.60000000e-02    8.00000000e-01    1.18947976e-04    9.99507315e-05    9.99509859e-05    0.00000000e+00    2.92067181e-01    4.63954727e-01
951      4.70000000e-02    8.00000000e-01    1.21466469e-04    1.02182170e-04    1.02182451e-04    0.00000000e+00    2.92057034e-01    4.64722493e-01
952      4.80000000e-02    8.00000000e-01    1.23980797e-04    1.04417316e-04    1.04417553e-04    0.00000000e+00    2.92046772e-01    4.65490479e-01
953      4.90000000e-02    8.00000000e-01    1.26490888e-04    1.06656085e-04    1.06656342e-04    0.00000000e+00    2.92036397e-01    4.66258682e-01
954      5.00000000e-02    8.00000000e-01    1.28996676e-04    1.08898550e-04    1.08898864e-04    0.00000000e+00    2.92025915e-01    4.67027099e-01
955      5.10000000e-02    8.00000000e-01    1.31498093e-04    1.11144892e-04    1.11145163e-04    0.00000000e+00    2.92015326e-01    4.67795728e-01
956      5.20000000e-02    8.00000000e-01    1.33995074e-04    1.13394991e-04    1.13395277e-04    0.00000000e+00    2.92004636e-01    4.68564566e-01
957      5.30000000e-02    8.00000000e-01    1.36487552e-04    1.15648942e-04    1.15649245e-04    0.00000000e+00    2.91993846e-01    4.69333609e-01
958      5.40000000e-02    8.00000000e-01    1.38975467e-04    1.17906807e-04    1.17907100e-04    0.00000000e+00    2.91982960e-01    4.70102856e-01
959      5.50000000e-02    8.00000000e-01    1.41458754e-04    1.20168554e-04    1.20168872e-04    0.00000000e+00    2.91971981e-01    4.70872302e-01
960      5.60000000e-02    8.00000000e-01    1.43937353e-04    1.22434249e-04    1.22434589e-04    0.00000000e+00    2.91960911e-01    4.71641947e-01
961      5.70000000e-02    8.00000000e-01    1.46411206e-04    1.24703982e-04    1.24704274e-04    0.00000000e+00    2.91949753e-01    4.72411787e-01
962      5.80000000e-02    8.00000000e-01    1.48880253e-04    1.26977659e-04    1.26977947e-04    0.00000000e+00    2.91938509e-01    4.73181820e-01
963      5.90000000e-02    8.00000000e-01    1.51344437e-04    1.29255310e-04    1.29255626e-04    0.00000000e+00    2.91927183e-01    4.73952044e-01
964      6.00000000e-02    8.00000000e-01    1.53803703e-04    1.31536990e-04    1.31537323e-04    0.00000000e+00    2.91915775e-01    4.74722456e-01
965      6.10000000e-02    8.00000000e-01    1.56257997e-04    1.33822718e-04    1.33823047e-04    0.00000000e+00    2.91904290e-01    4.75493054e-01
966      6.20000000e-02    8.00000000e-01    1.58707266e-04    1.36112472e-04    1.36112805e-04    0.00000000e+00    2.91892729e-01    4.76263837e-01
967      6.30000000e-02    8.00000000e-01    1.61151457e-04    1.38406261e-04    1.38406599e-04    0.00000000e+00    2.91881094e-01    4.77034801e-01
968      6.40000000e-02    8.00000000e-01    1.63590521e-04    1.40704085e-04    1.40704426e-04    0.00000000e+00    2.91869387e-01    4.77805945e-01
969      6.50000000e-02    8.00000000e-01    1.66024409e-04    1.43005931e-04    1.43006282e-04    0.00000000e+00    2.91857611e-01    4.78577268e-01
970      6.60000000e-02    8.00000000e-01    1.68453073e-04    1.45311819e-04    1.45312157e-04    0.00000000e+00    2.91845767e-01    4.79348766e-01
971      6.70000000e-02    8.00000000e-01    1.70876467e-04    1.47621668e-04    1.47622038e-04    0.00000000e+00    2.91833858e-01    4.80120439e-01
972      6.80000000e-02    8.00000000e-01    1.73294545e-04    1.49935528e-04    1.49935909e-04    0.00000000e+00    2.91821885e-01    4.80892284e-01
973      6.90000000e-02    8.00000000e-01    1.75707265e-04    1.52253410e-04    1.52253749e-04    0.00000000e+00    2.91809850e-01    4.81664300e-01
974      7.00000000e-02    8.00000000e-01    1.78114584e-04    1.54575185e-04    1.54575532e-04    0.00000000e+00    2.91797755e-01    4.82436485e-01
975      7.10000000e-02    8.00000000e-01    1.80516462e-04    1.56900856e-04    1.56901232e-04    0.00000000e+00    2.91785601e-01    4.83208837e-01
976      7.20000000e-02    8.00000000e-01    1.82912858e-04    1.59230420e-04    1.59230816e-04    0.00000000e+00    2.91773391e-01    4.83981356e-01
977      7.30000000e-02    8.00000000e-01    1.85303736e-04    1.61563850e-04    1.61564249e-04    0.00000000e+00    2.91761125e-01    4.84754038e-01
978      7.40000000e-02    8.00000000e-01    1.87689057e-04    1.63901106e-04    1.63901489e-04    0.00000000e+00    2.91748805e-01    4.85526883e-01
979      7.50000000e-02    8.00000000e-01    1.90068787e-04    1.66242081e-04    1.66242495e-04    0.00000000e+00    2.91736433e-01    4.86299889e-01
980      7.60000000e-02    8.00000000e-01    1.92442892e-04    1.68586814e-04    1.68587220e-04    0.00000000e+00    2.91724010e-01    4.87073055e-01
981      7.70000000e-02    8.00000000e-01    1.94811338e-04    1.70935196e-04    1.70935611e-04    0.00000000e+00    2.91711538e-01    4.87846379e-01
982      7.80000000e-02    8.00000000e-01    1.97174096e-04    1.73287196e-04    1.73287616e-04    0.00000000e+00    2.91699017e-01    4.88619861e-01
983      7.90000000e-02    8.00000000e-01    1.99531133e-04    1.75642748e-04    1.75643176e-04    0.00000000e+00    2.91686450e-01    4.89393498e-01
984      8.00000000e-02    8.00000000e-01    2.01882423e-04    1.78001792e-04    1.78002229e-04    0.00000000e+00    2.91673837e-01    4.90167289e-01
985      8.10000000e-02    8.00000000e-01    2.04227937e-04    1.80364282e-04    1.80364710e-04    0.00000000e+00    2.91661180e-01    4.90941234e-01
986      8.20000000e-02    8.00000000e-01    2.06567650e-04    1.82730126e-04    1.82730551e-04    0.00000000e+00    2.91648479e-01    4.91715330e-01
987      8.30000000e-02    8.00000000e-01    2.08901537e-04    1.85099254e-04    1.85099681e-04    0.00000000e+00    2.91635737e-01    4.92489578e-01
988      8.40000000e-02    8.00000000e-01    2.11229574e-04    1.87471576e-04    1.87472022e-04    0.00000000e+00    2.91622953e-01    4.93263974e-01
989      8.50000000e-02    8.00000000e-01    2.13551739e-04    1.89847070e-04    1.89847498e-04    0.00000000e+00    2.91610130e-01    4.94038519e-01
990      8.60000000e-02    8.00000000e-01    2.15868012e-04    1.92225596e-04    1.92226027e-04    0.00000000e+00    2.91597268e-01    4.94813212e-01
991      8.70000000e-02    8.00000000e-01    2.18178372e-04    1.94607039e-04    1.94607523e-04    0.00000000e+00    2.91584368e-01    4.95588050e-01
992      8.80000000e-02    8.00000000e-01    2.20482802e-04    1.96991441e-04    1.96991899e-04    0.00000000e+00    2.91571431e-01    4.96363034e-01
993      8.90000000e-02    8.00000000e-01    2.22781284e-04    1.99378606e-04    1.99379064e-04    0.00000000e+00    2.91558458e-01    4.97138162e-01
994      9.00000000e-02    8.00000000e-01    2.25073803e-04    2.01768473e-04    2.01768924e-04    0.00000000e+00    2.91545450e-01    4.97913433e-01
995      9.10000000e-02    8.00000000e-01    2.27360343e-04    2.04160904e-04    2.04161383e-04    0.00000000e+00    2.91532408e-01    4.98688846e-01
996      9.20000000e-02    8.00000000e-01    2.29640892e-04    2.06555855e-04    2.06556343e-04    0.00000000e+00    2.91519333e-01    4.99464400e-01
997      9.30000000e-02    8.00000000e-01    2.31915438e-04    2.08953203e-04    2.08953700e-04    0.00000000e+00    2.91506225e-01    5.00240094e-01
998      9.40000000e-02    8.00000000e-01    2.34183969e-04    2.11352857e-04    2.11353352e-04    0.00000000e+00    2.91493085e-01    5.01015928e-01
999      9.50000000e-02    8.00000000e-01    2.36446475e-04    2.13754717e-04    2.13755191e-04    0.00000000e+00    2.91479915e-01    5.01791900e-01
1000     9.60000000e-02    8.00000000e-01    2.38702949e-04    2.16158614e-04    2.16159109e-04    0.00000000e+00    2.91466715e-01    5.02568009e-01
1001     9.70000000e-02    8.00000000e-01    2.40953381e-04    2.18564533e-04    2.18564995e-04    0.00000000e+00    2.91453485e-01    5.03344256e-01
1002     9.80000000e-02    8.00000000e-01    2.43197766e-04    2.20972241e-04    2.20972736e-04    0.00000000e+00    2.91440227e-01    5.04120638e-01
1003     9.90000000e-02    8.00000000e-01    2.45436099e-04    2.23381718e-04    2.23382216e-04    0.00000000e+00    2.91426940e-01    5.04897154e-01
1004     1.00000000e-01    8.00000000e-01    2.47668375e-04    2.25792800e-04    2.25793320e-04    0.00000000e+00    2.91413627e-01    5.05673805e-01
1005    -1.00000000e-01    1.00000000e+00    2.83595667e-04    1.41257569e-04    1.41257922e-04    0.00000000e+00    2.91413627e-01    6.62452462e-01
1006    -9.90000000e-02    1.00000000e+00    2.80965590e-04    1.39639044e-04    1.39639388e-04    0.00000000e+00    2.91426941e-01    6.61653495e-01
1007    -9.80000000e-02    1.00000000e+00    2.78330152e-04    1.38024895e-04    1.38025261e-04    0.00000000e+00    2.91440227e-01    6.60854605e-01
1008    -9.70000000e-02    1.00000000e+00    2.75689370e-04    1.36415234e-04    1.36415577e-04    0.00000000e+00    2.91453486e-01    6.60055791e-01
1009    -9.60000000e-02    1.00000000e+00    2.73043264e-04    1.34810013e-04    1.34810366e-04    0.00000000e+00    2.91466715e-01    6.59257055e-01
1010    -9.50000000e-02    1.00000000e+00    2.70391853e-04    1.33209319e-04    1.33209659e-04    0.00000000e+00    2.91479916e-01    6.58458397e-01
1011    -9.40000000e-02    1.00000000e+00    2.67735156e-04    1.31613146e-04    1.31613484e-04    0.00000000e+00    2.91493086e-01    6.57659818e-01
1012    -9.30000000e-02    1.00000000e+00    2.65073195e-04    1.30021488e-04    1.30021870e-04    0.00000000e+00    2.91506225e-01    6.56861317e-01
1013    -9.20000000e-02    1.00000000e+00    2.62405990e-04    1.28434487e-04    1.28434843e-04    0.00000000e+00    2.91519333e-01    6.56062896e-01
1014    -9.10000000e-02    1.00000000e+00    2.59733566e-04    1.26852094e-04    1.26852425e-04    0.00000000e+00    2.91532408e-01    6.55264555e-01
1015    -9.00000000e-02    1.00000000e+00    2.57055944e-04    1.25274293e-04    1.25274641e-04    0.00000000e+00    2.91545450e-01    6.54466293e-01
1016    -8.90000000e-02    1.00000000e+00    2.54373148e-04    1.23701148e-04    1.23701511e-04    0.00000000e+00    2.91558458e-01    6.53668113e-01
1017    -8.80000000e-02    1.00000000e+00    2.51685203e-04    1.22132697e-04    1.22133054e-04    0.00000000e+00    2.91571431e-01    6.52870013e-01
1018    -8.70000000e-02    1.00000000e+00    2.48992134e-04    1.20568958e-04    1.20569289e-04    0.00000000e+00    2.91584368e-01    6.52071995e-01
1019    -8.60000000e-02    1.00000000e+00    2.46293969e-04    1.19009892e-04    1.19010230e-04    0.00000000e+00    2.91597268e-01    6.51274060e-01
1020    -8.50000000e-02    1.00000000e+00    2.43590732e-04    1.17455566e-04    1.17455893e-04    0.00000000e+00    2.91610130e-01    6.50476207e-01
1021    -8.40000000e-02    1.00000000e+00    2.40882453e-04    1.15905973e-04    1.15906290e-04    0.00000000e+00    2.91622954e-01    6.49678437e-01
1022    -8.30000000e-02    1.00000000e+00    2.38169160e-04    1.14361101e-04    1.14361432e-04    0.00000000e+00    2.91635737e-01    6.48880751e-01
1023    -8.20000000e-02    1.00000000e+00    2.35450883e-04    1.12821049e-04    1.12821328e-04    0.00000000e+00    2.91648480e-01    6.48083150e-01
1024    -8.10000000e-02    1.00000000e+00    2.32727650e-04    1.11285678e-04    1.11285986e-04    0.00000000e+00    2.91661180e-01    6.47285633e-01
1025    -8.00000000e-02    1.00000000e+00    2.29999495e-04    1.09755123e-04    1.09755410e-04    0.00000000e+00    2.91673837e-01    6.46488202e-01
1026    -7.90000000e-02    1.00000000e+00    2.27266447e-04    1.08229279e-04    1.08229605e-04    0.00000000e+00    2.91686450e-01    6.45690857e-01
1027    -7.80000000e-02    1.00000000e+00    2.24528540e-04    1.06708290e-04    1.06708573e-04    0.00000000e+00    2.91699018e-01    6.44893599e-01
1028    -7.70000000e-02    1.00000000e+00    2.21785807e-04    1.05192022e-04    1.05192314e-04    0.00000000e+00    2.91711538e-01    6.44096429e-01
1029    -7.60000000e-02    1.00000000e+00    2.19038283e-04    1.03680539e-04    1.03680827e-04    0.00000000e+00    2.91724010e-01    6.43299346e-01
1030    -7.50000000e-02    1.00000000e+00    2.16286002e-04    1.02173823e-04    1.02174108e-04    0.00000000e+00    2.91736433e-01    6.42502352e-01
1031    -7.40000000e-02    1.00000000e+00    2.13529001e-04    1.00671850e-04    1.00672151e-04    0.00000000e+00    2.91748805e-01    6.41705448e-01
1032    -7.30000000e-02    1.00000000e+00    2.10767315e-04    9.91746513e-05    9.91749500e-05    0.00000000e+00    2.91761125e-01    6.40908633e-01
1033    -7.20000000e-02    1.00000000e+00    2.08000983e-04    9.76821819e-05    9.76824958e-05    0.00000000e+00    2.91773391e-01    6.40111910e-01
1034    -7.10000000e-02    1.00000000e+00    2.05230043e-04    9.61945156e-05    9.61947776e-05    0.00000000e+00    2.91785601e-01    6.39315279e-01
1035    -7.00000000e-02    1.00000000e+00    2.02454534e-04    9.47115249e-05    9.47117827e-05    0.00000000e+00    2.91797755e-01    6.38518740e-01
1036    -6.90000000e-02    1.00000000e+00    1.99674495e-04    9.32332017e-05    9.32334966e-05    0.00000000e+00    2.91809850e-01    6.37722294e-01
1037    -6.80000000e-02    1.00000000e+00    1.96889969e-04    9.17596652e-05    9.17599029e-05    0.00000000e+00    2.91821885e-01    6.36925942e-01
1038    -6.70000000e-02    1.00000000e+00    1.94100996e-04    9.02907257e-05    9.02909833e-05    0.00000000e+00    2.91833858e-01    6.36129685e-01
1039    -6.60000000e-02    1.00000000e+00    1.91307618e-04    8.88264700e-05    8.88267178e-05    0.00000000e+00    2.91845768e-01    6.35333524e-01
1040    -6.50000000e-02    1.00000000e+00    1.88509880e-04    8.73668059e-05    8.73670844e-05    0.00000000e+00    2.91857611e-01    6.34537460e-01
1041    -6.40000000e-02    1.00000000e+00    1.85707825e-04    8.59117985e-05    8.59120593e-05    0.00000000e+00    2.91869388e-01    6.33741494e-01
1042    -6.30000000e-02    1.00000000e+00    1.82901499e-04    8.44613881e-05    8.44616166e-05    0.00000000e+00    2.91881094e-01    6.32945626e-01
1043    -6.20000000e-02    1.00000000e+00    1.80090946e-04    8.30155123e-05    8.30157289e-05    0.00000000e+00    2.91892729e-01    6.32149858e-01
1044    -6.10000000e-02    1.00000000e+00    1.77276214e-04    8.15741658e-05    8.15743668e-05    0.00000000e+00    2.91904290e-01    6.31354191e-01
1045    -6.00000000e-02    1.00000000e+00    1.74457350e-04    8.01372753e-05    8.01374989e-05    0.00000000e+00    2.91915776e-01    6.30558625e-01
1046    -5.90000000e-02    1.00000000e+00    1.71634402e-04    7.87048599e-05    7.87050921e-05    0.00000000e+00    2.91927183e-01    6.29763162e-01
1047    -5.80000000e-02    1.00000000e+00    1.68807420e-04    7.72769060e-05    7.72771115e-05    0.00000000e+00    2.91938509e-01    6.28967803e-01
1048    -5.70000000e-02    1.00000000e+00    1.65976452e-04    7.58532781e-05    7.58535203e-05    0.00000000e+00    2.91949753e-01    6.28172549e-01
1049    -5.60000000e-02    1.00000000e+00    1.63141550e-04    7.44340141e-05    7.44342798e-05    0.00000000e+00    2.91960911e-01    6.27377402e-01
1050    -5.50000000e-02    1.00000000e+00    1.60302766e-04    7.30191601e-05    7.30193497e-05    0.00000000e+00    2.91971981e-01    6.26582362e-01
1051    -5.40000000e-02    1.00000000e+00    1.57460150e-04    7.16084667e-05    7.16086876e-05    0.00000000e+00    2.91982961e-01    6.25787431e-01
1052    -5.30000000e-02    1.00000000e+00    1.54613758e-04    7.02020586e-05    7.02022497e-05    0.00000000e+00    2.91993847e-01    6.24992610e-01
1053    -5.20000000e-02    1.00000000e+00    1.51763641e-04    6.87998192e-05    6.87999901e-05    0.00000000e+00    2.92004636e-01    6.24197901e-01
1054    -5.10000000e-02    1.00000000e+00    1.48909856e-04    6.74016321e-05    6.74018613e-05    0.00000000e+00    2.92015327e-01    6.23403304e-01
1055    -5.00000000e-02    1.00000000e+00    1.46052457e-04    6.60076219e-05    6.60078140e-05    0.00000000e+00    2.92025915e-01    6.22608822e-01
1056    -4.90000000e-02    1.00000000e+00    1.43191501e-04    6.46176449e-05    6.46177973e-05    0.00000000e+00    2.92036398e-01    6.21814455e-01
1057    -4.80000000e-02    1.00000000e+00    1.40327044e-04    6.32315628e-05    6.32317585e-05    0.00000000e+00    2.92046772e-01    6.21020206e-01
1058    -4.70000000e-02    1.00000000e+00    1.37459145e-04    6.18494788e-05    6.18496431e-05    0.00000000e+00    2.92057034e-01    6.20226076e-01
1059    -4.60000000e-02    1.00000000e+00    1.34587861e-04    6.04712329e-05    6.04713953e-05    0.00000000e+00    2.92067181e-01    6.19432066e-01
1060    -4.50000000e-02    1.00000000e+00    1.31713252e-04    5.90968060e-05    5.90969573e-05    0.00000000e+00    2.92077209e-01    6.18638179e-01
1061    -4.40000000e-02    1.00000000e+00    1.28835378e-04    5.77261251e-05    5.77262699e-05    0.00000000e+00    2.92087115e-01    6.17844416e-01
1062    -4.30000000e-02    1.00000000e+00    1.25954299e-04    5.63591007e-05    5.63592723e-05    0.00000000e+00    2.92096895e-01    6.17050778e-01
1063    -4.20000000e-02    1.00000000e+00    1.23070078e-04    5.49957083e-05    5.49959020e-05    0.00000000e+00    2.92106545e-01    6.16257268e-01
1064    -4.10000000e-02    1.00000000e+00    1.20182776e-04    5.36359426e-05    5.36360952e-05    0.00000000e+00    2.92116061e-01    6.15463887e-01
1065    -4.00000000e-02    1.00000000e+00    1.17292455e-04    5.22796138e-05    5.22797864e-05    0.00000000e+00    2.92125439e-01    6.14670637e-01
1066    -3.90000000e-02    1.00000000e+00    1.14399180e-04    5.09267450e-05    5.09269087e-05    0.00000000e+00    2.92134676e-01    6.13877521e-01
1067    -3.80000000e-02    1.00000000e+00    1.11503015e-04    4.95772426e-05    4.95773939e-05    0.00000000e+00    2.92143766e-01    6.13084541e-01
1068    -3.70000000e-02    1.00000000e+00    1.08604024e-04    4.82310050e-05    4.82311721e-05    0.00000000e+00    2.92152706e-01    6.12291698e-01
1069    -3.60000000e-02    1.00000000e+00    1.05702274e-04    4.68880336e-05    4.68881724e-05    0.00000000e+00    2.92161491e-01    6.11498994e-01
1070    -3.50000000e-02    1.00000000e+00    1.02797829e-04    4.55481941e-05    4.55483222e-05    0.00000000e+00    2.92170117e-01    6.10706433e-01
1071    -3.40000000e-02    1.00000000e+00    9.98907579e-05    4.42114528e-05    4.42115479e-05    0.00000000e+00    2.92178579e-01    6.09914015e-01
1072    -3.30000000e-02    1.00000000e+00    9.69811273e-05    4.28776320e-05    4.28777745e-05    0.00000000e+00    2.92186872e-01    6.09121744e-01
1073    -3.20000000e-02    1.00000000e+00    9.40690053e-05    4.15468267e-05    4.15469258e-05    0.00000000e+00    2.92194992e-01    6.08329622e-01
1074    -3.10000000e-02    1.00000000e+00    9.11544607e-05    4.02188105e-05    4.02189244e-05    0.00000000e+00    2.92202934e-01    6.07537652e-01
1075    -3.00000000e-02    1.00000000e+00    8.82375628e-05    3.88935739e-05    3.88936919e-05    0.00000000e+00    2.92210694e-01    6.06745835e-01
1076    -2.90000000e-02    1.00000000e+00    8.53183815e-05    3.75710370e-05    3.75711485e-05    0.00000000e+00    2.92218265e-01    6.05954174e-01
1077    -2.80000000e-02    1.00000000e+00    8.23969871e-05    3.62510832e-05    3.62512136e-05    0.00000000e+00    2.92225643e-01    6.05162672e-01
1078    -2.70000000e-02    1.00000000e+00    7.94734506e-05    3.49337152e-05    3.49338056e-05    0.00000000e+00    2.92232824e-01    6.04371332e-01
1079    -2.60000000e-02    1.00000000e+00    7.65478436e-05    3.36187555e-05    3.36188417e-05    0.00000000e+00    2.92239801e-01    6.03580156e-01
1080    -2.50000000e-02    1.00000000e+00    7.36202381e-05    3.23061187e-05    3.23062384e-05    0.00000000e+00    2.92246570e-01    6.02789147e-01
1081    -2.40000000e-02    1.00000000e+00    7.06907067e-05    3.09958265e-05    3.09959112e-05    0.00000000e+00    2.92253127e-01    6.01998308e-01
1082    -2.30000000e-02    1.00000000e+00    6.77593223e-05    2.96876539e-05    2.96877748e-05    0.00000000e+00    2.92259464e-01    6.01207641e-01
1083    -2.20000000e-02    1.00000000e+00    6.48261586e-05    2.83816416e-05    2.83817430e-05    0.00000000e+00    2.92265579e-01    6.00417149e-01
1084    -2.10000000e-02    1.00000000e+00    6.18912894e-05    2.70776757e-05    2.70777290e-05    0.00000000e+00    2.92271464e-01    5.99626836e-01
1085    -2.00000000e-02    1.00000000e+00    5.89547893e-05    2.57755482e-05    2.57756453e-05    0.00000000e+00    2.92277116e-01    5.98836703e-01
1086    -1.90000000e-02    1.00000000e+00    5.60167329e-05    2.44753323e-05    2.44754035e-05    0.00000000e+00    2.92282530e-01    5.98046755e-01
1087    -1.80000000e-02    1.00000000e+00    5.30771957e-05    2.31768517e-05    2.31769148e-05    0.00000000e+00    2.92287700e-01    5.97256993e-01
1088    -1.70000000e-02    1.00000000e+00    5.01362531e-05    2.18800084e-05    2.18800898e-05    0.00000000e+00    2.92292622e-01    5.96467421e-01
1089    -1.60000000e-02    1.00000000e+00    4.71939813e-05    2.05847703e-05    2.05848385e-05    0.00000000e+00    2.92297292e-01    5.95678042e-01
1090    -1.50000000e-02    1.00000000e+00    4.42504566e-05    1.92910108e-05    1.92910705e-05    0.00000000e+00    2.92301703e-01    5.94888858e-01
